Key,xTSNE,yTSNE
air quality regulations,11.920521,36.303574
building renovation,3.4290822,42.68916
emacs speaks statistics,-47.8718,1.5387226
semrush,-22.033773,-36.03631
niaid,44.658524,-17.8617
command query responsibility segregation (cqrs),-53.27067,-11.77682
radon,13.893274,35.686394
port operations,2.6472454,12.686337
fax machine repair,7.5658607,-19.83109
content security,-51.445793,13.848376
retail objectives,-13.559112,-28.192064
icinga,-59.25455,-6.186524
software use instruction,-33.390015,7.022921
daily living skills instruction,22.501598,-16.440746
immunological assays,49.559635,23.656012
manometers,-3.1952138,38.72931
wire terminations,-9.271599,40.62621
marketing writing,-26.68763,-29.164906
tosca,-53.5136,0.81294674
aspect oriented programming (aop),-50.397625,-8.253725
network quality of service (qos),-44.287556,19.10906
health data analysis,33.888184,-31.927557
third-party manufacturing,3.156755,4.792096
fluid intake monitoring,21.748386,-1.6321288
information mapping,-35.106503,-23.531853
greenfield development,-55.323467,-11.522996
worldspan,-10.225843,-14.978499
primefaces,-50.464195,-8.449982
capd,21.570107,2.2130568
period-end closing procedures,4.0545883,-31.249664
anthrax,9.819203,-3.1436474
multiple regression,-50.226665,-31.168482
ibm odm,-49.175632,-4.8349695
cellular immunology,50.26528,23.042479
laceration repair,34.01536,-1.3032136
axillary,31.849869,1.9696553
financial support,1.2726785,-26.242325
sproutsocial,-25.127377,-32.56875
dassault systemes,-10.842046,25.275923
hp server automation,-50.82702,7.114485
radiation exposure minimization,33.325974,8.843382
renewable energy systems,5.365145,28.114536
mapr (software),-62.05601,-14.718785
ms-drg group assignment,31.034258,-35.685955
noise reduction,-22.666193,25.253153
rsa envision siem platform management,-55.846252,15.77566
mohs surgery,43.70351,-6.1688104
leadership in energy and environmental design (leed),5.0091653,40.559494
conceptual data models,-38.463196,-6.507229
enology,25.811045,30.57988
employee feedback,3.4578907,-16.327032
acquired immune deficiency syndrome (aids) knowledge,38.132133,-9.068513
pacs (picture archiving and communication system),32.704105,7.428653
electronic key management system,-54.87202,22.212885
infoview,-33.986618,-6.459305
oracle application development framework (adf),-46.179558,-2.0023155
record analysis,31.010849,-32.062634
basica,-7.911665,-1.5212283
air ambulance,18.159927,0.43992233
microsoft office sharepoint server (moss),-41.286995,-12.791546
robot framework,-55.217476,-1.4183209
transmission lines knowledge,-1.5872971,34.439194
blood disorders,41.98056,-9.23624
lvad,39.701534,0.20288451
cystoscopy,40.435608,-2.2135103
cutting in,-9.572494,42.786964
live reporting,-29.92199,-34.55362
tradeweb,-11.858381,-44.66506
public cloud security,-58.4226,13.55705
native advertising,-19.016293,-35.677692
amniocentesis,36.904034,8.127256
recycling equipment,-2.7367287,44.38918
tillage,23.784466,36.1242
salesforce1,-35.33621,-18.293444
geophysical data,19.045095,26.659033
internal sales force,-13.325777,-22.870668
laboratory cleaning,39.782146,21.938393
library automation,-31.45591,-46.358242
bitcoin,-65.67686,-10.645911
staff maintenance,10.242079,18.626621
educational sales,-10.181031,-18.727184
spredfast,-25.01807,-33.599953
data exploitation,-30.193993,17.808413
transportation software,1.9697329,11.890996
financial aid documentation,18.389635,-43.279873
calypso (cmm),-12.328676,42.783333
application security assessment,-58.39177,18.711039
network ids/ips,-55.35284,16.217493
sap financial supply chain management (fscm),-28.830278,-5.4779854
cloud security application,-58.220078,14.6784935
wood assembly,-7.629215,44.355534
jboss fuse,-50.042698,-5.5945916
matplotlib,-53.905888,-28.989674
internal procurement,3.634513,1.6848636
cervical cancer knowledge,32.02759,-10.329162
airmagnet,-46.119396,20.768478
congenital heart disease knowledge,38.61134,-1.559748
gastrointestinal (gi) bleeding,37.939693,0.5311714
disa gold disk,-56.20899,22.423613
economic policy,13.360878,26.947445
video standards,-35.334816,-32.877304
ibm qradar,-56.371857,14.896887
ims db,-38.158768,3.7944188
radionuclides,33.119514,9.85172
marketing mix modeling,-49.616333,-32.59354
fmri,41.43797,-17.75149
power grinders,-9.927542,47.11041
turkish,15.367963,-22.796778
electrocardiogram (ekg) equipment,29.376858,-0.9534598
patient-controlled analgesia (pca),36.09337,1.3478452
environmental program management,13.1940975,35.43944
financial aid management,18.381042,-43.27003
vantive,-33.26696,-15.482411
dental operation support,41.19564,42.509525
graph theory,-53.389454,-28.548756
jitterbit,-35.985634,-17.977413
academic management,18.53635,-39.6579
cutaneous,43.38633,-8.450012
tkprof,-43.254032,-0.1803455
power electronics design,-20.737637,27.88033
cobertura,-53.423153,-7.316767
uperform,-23.270044,-46.86401
machine translation (mt),-53.375008,-26.641502
compressed natural gas,6.202275,32.040577
e-newsletters,-25.4673,-29.844862
x-pert,-27.238548,4.32902
common gateway interface,-43.83966,-15.306904
sublingual,27.603392,0.40532365
disease research,43.70798,-16.290966
arisg,48.617565,-24.105373
insulating materials,-0.43062347,53.59471
urine analysis,23.70867,-8.4428215
sparql,-57.533195,-14.74342
nextgen healthcare,33.65823,-28.77023
peoplesoft internet architecture,-33.724358,-12.048466
peoplesoft nvision,-32.717613,-11.830439
credit application review,1.581847,-47.17622
functional genomics,51.084488,19.964838
assignment of benefits,26.03528,-30.99411
medical test,14.287752,-4.026738
google adsense,-21.24657,-35.088917
genetic disorders,40.647095,-14.10222
l&d strategy,7.6998863,-41.061687
standards implementation,-2.5932238,-10.650297
goods distribution,5.1138244,9.45498
microsoft biztalk server,-42.312115,-12.117693
socket wrenches,-7.8698635,45.192726
product design improvement,-7.7094674,27.511616
real estate owned (reo) asset management,2.2666173,-48.409252
transportation analysis,1.0948379,10.723747
occlusion,38.436707,32.553246
advanced supply chain planning (ascp),-29.523375,-8.589527
magnetometers,-18.761435,24.098742
angina,38.15991,-0.7759567
forensic evaluation,10.029205,-8.079448
us treasury aml guidelines,-2.293618,-45.92702
global warming,10.883867,29.603094
expenditure authorization,2.3420582,-16.54086
aspentech,-3.5177104,32.849594
security vulnerability & penetration testing,-57.58606,17.674503
janitorial industry knowledge,5.7216444,16.823717
bloomberg terminal,-10.3279705,-43.97617
sales tax filings,2.931978,-28.496315
ibm os/2,-40.91711,-2.22626
breast feeding,30.532171,-10.462961
cross examination,12.480062,-29.870888
resharper,-44.483776,-12.536104
edema,39.57243,-9.674682
dna cloning,50.47551,23.696041
chronic pain management,35.98147,-7.6396976
abdominal pain,37.287857,-0.52151823
marconi,-42.813526,20.502712
blood culture,38.4523,15.703044
hp webinspect,-59.332634,17.516642
media development,-28.599686,-30.80214
excavation (archaeology),18.43889,38.2666
dsmb (data safety monitoring board),46.86723,-21.949974
pasteurization,26.570732,26.8963
rsync,-58.2635,-5.2145076
health information administration,31.697344,-33.357216
nerve conduction studies,39.837444,-16.542135
vocus public relations suite,-24.743422,-29.5281
waste storage,11.626106,34.66668
function generator,-11.995219,35.44307
deductible collection,25.985107,-30.671108
power hoists,-10.091732,45.691013
agile product lifecycle management,-33.238724,-20.714447
biosurgery,52.069496,-19.70922
thrombosis,41.596855,-9.528989
government underwriting,0.6446139,-51.468246
music production,-33.94686,-35.375576
perioperative management,33.3136,-2.6300936
cryostat,40.838917,16.056007
hipchat,-54.341183,-4.71356
vmware vcenter operations,-48.573475,8.817654
jboss enterprise service bus (esb),-50.0717,-5.7589707
tecan instruments,44.51028,23.184155
computer software engineering,-33.769417,5.3039265
financial internal controls,0.9087167,-29.804314
bankruptcy and restructuring,-6.9024725,-39.053288
pruning saws,1.5659792,51.238804
brand equity development,-16.228708,-29.057371
public record research,12.3839855,-28.061455
dental technology,39.183643,39.33555
photo processing,-29.568584,-25.381893
metabolic disease knowledge,48.745262,17.132547
paint roller,-5.146137,50.94151
application acceleration,-45.85457,19.816519
disease identification,33.29512,17.096807
hyperlynx,-22.061876,27.611317
bigmachines,-34.500637,-16.741875
automatic speech recognition (asr),-46.60167,-23.751041
hht,-6.377896,-2.137619
cellular assays,49.94831,23.90692
maternal health,31.02913,-10.794704
muscle testing,34.814777,-16.794044
malware reverse engineering,-56.596634,16.98873
sysprep,-47.07922,11.302923
fish hatchery,20.935238,36.088432
spark plug replacement,-3.8715541,45.61885
o2 administration,28.458363,1.7081661
hbase,-61.23218,-14.74285
ca wily,-58.88657,1.1726818
tirks,-42.61996,21.141844
otoscope,30.635221,-5.35469
intershop,-42.156555,-20.690952
rubber dams,41.48895,40.6495
biosimilars,50.6145,-20.33655
reproductive system,32.986565,-8.067611
peripheral vascular disease knowledge,40.065804,0.5524248
e-views,-13.878984,-40.3704
year-end reconciliation,3.6829972,-29.003414
engine replacement,-4.253224,44.113903
dublin core,-33.403797,-46.26734
brochure design,-29.66769,-28.75039
menopause,34.6727,-7.4855275
diversity planning,10.854115,-39.133953
piping diagrams,-4.7348976,37.98824
flexplm,-19.036314,-20.524023
buildforge,-54.335823,-5.366649
emergency response planning,11.971768,33.150913
antenna repairs,-35.37301,28.844177
product data hub (pdh),-26.728748,9.8926525
low voltage electrical work,-9.654558,40.917957
radial drills,-11.88206,45.60639
laminar flow hood maintenance,24.026525,9.583533
municipal planning,13.818088,45.54453
smalltalk,-46.170353,-9.439215
new product marketing,-16.315561,-27.734774
supply chain performance management,1.8450096,6.3462977
synon,-35.20379,0.87403363
checkstyle,-53.353687,-7.347752
supply chain cost reduction,2.3041239,5.84595
reservoir simulation,18.476458,25.615812
treasury services marketing,-5.5190644,-46.409294
foundstone,-57.781616,17.29755
next generation data center,-48.90277,9.634205
web project management,-28.38984,-26.218082
makefile,-25.947062,26.782042
token ring,-46.380817,17.845667
weld inspection,-12.054366,48.248425
payment dispute resolution,4.312235,-25.083925
hp exstream,-37.919327,-13.336823
precision agriculture,23.707727,35.52572
cryotherapy,33.257416,-8.176672
piping inspection,-0.36890295,38.506916
medical history recording,31.438025,-6.3441076
epdm rubber,-3.446119,56.372692
endoscopic equipment,40.912693,-1.4278808
cross docking,4.1083875,10.875095
mantis,-53.08418,-2.0507824
affirmative action compliance,9.308122,-37.107216
afatds,-31.576057,19.492739
total rewards strategy,7.738314,-36.890587
pharyngeal,35.407272,1.8850029
plant ecology,19.609138,38.801617
electromechanical design,-9.5939455,27.374895
garden industry knowledge,27.225798,37.21637
automotive repair industry knowledge,-5.3535695,14.273242
energy simulation,6.398913,26.65193
medigap,22.939081,-27.736748
polymer synthesis,-3.2153742,25.504032
asbestos removal,1.5335449,45.77824
short message service center (smsc),-36.574543,24.820704
crop harvesting,24.076466,37.28148
business development industry knowledge,-16.7095,-22.174479
x windows,-45.84438,2.7743983
guided reading,20.898388,-36.561546
market segmentation,-14.213408,-24.481339
in-process inventory,4.9353876,7.9194074
xpediter,-38.048317,4.06284
acute care coding,31.1009,-35.15887
extended warehouse management,-28.091137,-4.7791367
federal housing administration (fha) origination,-0.4562165,-52.365788
child supervision,20.156244,-19.025537
loan negotiation,0.6327359,-52.01328
network transformation,-43.741306,19.955845
literary translation,47.682148,17.053877
energy savings calculations,6.3550053,26.901218
aws elastic block store (ebs),-60.44769,-9.992387
test result analysis,-53.227123,0.41250423
internal reporting systems,-1.2840358,-23.167395
brand alignment,-18.182642,-29.13197
zoonotic disease knowledge,32.613194,19.840815
computer animation,-35.874104,-29.111034
newborn hearing screen,27.174458,-23.909874
oracle enterprise asset management,-30.413061,-8.374324
visi,-0.5204575,-4.9590564
knowledge discovery,-52.29314,-27.527464
control4,-32.556095,14.700129
dental calculus,42.79846,40.11396
tibco adapters,-47.48566,-3.3260643
installing led lighting,-0.45575202,31.566727
legal document editing,14.593638,-30.544024
mathematical programming,-52.70801,-31.98921
qgis,-29.202362,14.783365
cytotoxicity,49.30022,24.188982
"sap s/4 hana, fiori & ui5 security",-29.024717,-3.8478673
clustering algorithms,-53.536346,-29.538988
government lending,2.6357188,-52.8774
strategy and planning data protection,-54.438583,12.73142
corporate industry knowledge,13.321157,22.170347
wiring maintenance,-9.00486,39.636036
cnssi 1253,-56.408607,22.346912
screeds,-1.251065,51.036423
convolutional neural network (cnn),-54.587807,-27.879416
heavy metals,13.29067,33.852646
environmental geology,13.845892,39.248478
e-newsletter writing,-25.304377,-29.762613
stealth / low observable technology,-19.48773,21.040874
renal transplant,37.487785,-2.8098633
structural modeling,-9.648079,28.918333
ics/ot network security,-36.525265,18.557615
principal diagnosis identification,31.029253,-35.66182
chronic renal failure,38.868908,0.79689425
graph databases,-60.30879,-14.601972
storyboards & wireframes,-42.10705,-31.509987
capital equipment requests,7.97762,19.31515
complementary medicine,36.858242,-8.246455
voice cells infrastructure,-39.228054,27.934338
software strategy,-28.610273,10.494292
deck building,-22.817707,9.779657
omnis,-6.0120683,-1.6468294
cardioverter,40.414722,0.83172077
portal system,-35.900673,-12.273559
environmental liabilities,14.108893,36.59321
water quality remediation,15.49587,41.083023
framing squares,-6.296949,52.779213
v-model,-51.825546,-0.5726012
fishery biology,19.822998,38.39267
freight industry knowledge,0.61910754,12.943154
domestic shipping,6.6340547,10.4106655
ppd skin test,22.293047,-5.78796
organ systems,33.81837,-6.9871755
acute and chronic pain,38.365265,-3.7174199
sqlalchemy,-56.617733,-11.044094
specman,-24.161318,28.09533
gout,44.992664,-12.150403
iaas security,-58.448483,13.5898
ilog jrules,-49.09736,-4.7558017
car audio installation,-32.53119,14.782784
oral cancer knowledge,42.29278,40.452568
response modeling,-50.121662,-31.483747
oracle exalogic,-45.03441,-0.4743591
patient health information access,31.367163,-30.88014
6g welding,-12.444451,49.266945
omgeo oasys,-14.865093,-45.685635
oasys,-14.864912,-45.68584
reservoir management,18.399181,25.539762
multiple myeloma diagnosis / treatment,43.35311,-9.286182
energy conversion,-1.4161491,27.844112
devops-systems,-58.807053,-6.8060045
biacore,48.00909,25.476057
device monitoring,-43.89655,16.552925
google maps api,-54.885525,-15.714277
intubate,35.81822,0.5231161
ektron cms,-43.576668,-18.841612
dh+,-6.6856475,34.647545
bridal industry knowledge,-18.800938,-23.366852
heme,41.900166,-8.953444
prematurity,36.885727,-13.424044
tissue engineering,44.878998,20.509138
traffic operation analysis,10.889268,46.14363
trams,0.20092791,-18.60366
ibm ilog,-49.047634,-4.6992927
bryce,-31.654255,-24.851292
zenworks,-46.374023,11.812477
plasma cutter,-10.3599615,46.61104
nvivo,41.94474,-21.045513
high-level data link control (hdlc),-46.65541,20.01093
quantcast,-18.937332,-36.598373
infant feeding,19.245148,-14.367557
soffit,-5.0872493,52.071213
chemical plant operations,6.542424,33.69727
pathobiology,34.64938,18.687265
operating margin maximization,-0.4449528,-22.248222
point-to-point tunneling protocol (pptp),-45.50144,17.62786
press conference,-24.09282,-29.541145
outsourced marketing,-18.255646,-30.95445
imaging and therapy,34.080696,7.4069505
storage consolidation,-45.908943,7.386005
gene expression analysis,51.147903,20.424793
ventyx,4.234145,31.052807
residential carpentry,-4.6980324,53.24133
environmental resources management,14.453866,37.888382
problem description,-38.29294,11.697507
ibm infosphere qualitystage,-37.741642,-9.343499
syndicated market data,-14.341317,-29.06648
coding integrity,30.886568,-34.832527
transcranial,40.861137,-17.20851
financial aid counseling,18.368927,-43.285046
budget estimation,0.5102822,-15.898064
ranorex,-55.4176,-0.8487865
dictated reports,29.42138,-31.52798
ambulatory electronic health records,35.21996,-29.938326
accident analysis,10.202478,32.063198
production welding,-11.286316,47.606247
wire running,-9.626758,41.01147
zero-touch,-47.810055,11.316588
surfactant,38.986313,4.987101
chordiant,-44.9651,-5.204605
civil site design,10.986003,43.382923
sourcing policies,2.3786535,2.544828
cell sorting,49.659138,22.741682
clinical documentation modification,30.414675,-35.484333
microprocessor architecture,-24.024717,26.636871
adp pay expert,5.1807384,-33.437767
inflammatory bowel disease (ibd) knowledge,41.71479,-9.286291
navinet,26.33099,-31.053507
human immunodeficiency virus (hiv) knowledge,29.922144,-10.970172
database activity monitoring,-56.04057,14.279389
manufacturing efficiency improvement,-4.116499,22.32355
profitable mix,-11.229316,-28.76438
low voltage power distribution,-4.1108217,35.20899
storage as a service,-62.817493,-7.1168694
loan servicing system,1.8600085,-49.042267
statutory accounts,0.07013791,-30.39902
monorail,-3.343293,36.24996
plumbing tools,-4.668937,48.354763
fedwire,-5.3307695,-46.44815
commercial mortgage lending,1.4741497,-48.828842
web scraping,-51.35587,-26.471468
embolism,32.023476,2.220299
visual interdev,-41.46701,-11.022904
supply chain manufacturing,2.2564692,4.9309134
ultrasound machines,32.619846,6.1918073
passive exercise,34.85641,-15.668401
pollution control equipment,10.102934,36.340282
intelligent network,-44.49665,21.381271
merchant cash advance,-7.8566628,-22.26018
reagent manufacturing,36.554447,26.513424
artificial respiration,17.29754,-2.4117572
network migration,-46.822872,20.333622
meridium,-2.6086118,32.006027
osisoft pi,-3.8704956,33.016106
government off the shelf,-33.165283,18.626673
ultratax,0.54320014,-33.608196
apraxia,36.20718,-20.129644
electrostatic discharge (esd) training,-3.0119703,16.304466
antivirals,44.49815,-16.475616
pc networking,-38.07777,14.16824
drug design,50.67722,17.338165
behavioral analytics,-48.818092,-28.189829
quantitative real time pcr (qrt-pcr),50.48941,23.297834
healthcare privacy,31.81276,-31.193218
ibm guardium,-56.295574,13.899652
brochure development,-20.801586,-27.860973
cochlear implant,37.639664,-18.14603
mitigation projects,12.49452,31.303255
ibm servers,-45.59438,8.6931305
leveraged loans,-9.899935,-43.453373
collateral valuation,0.8608105,-48.540405
exercise assistance,16.602013,-13.859155
oracle access manager,-55.129898,8.4595
energy efficiency improvement,6.064446,28.104952
home mortgage lending,0.7298691,-52.150303
database performance management,-42.44249,-0.3879337
policy change requests,-5.637769,-24.573458
sun-4 series,4.4874,-4.156308
ad hoc marketing,-16.404497,-30.517988
distribution logistics,3.3424892,10.850732
cardiac output,38.57737,3.2139256
opinion polls,-13.847738,-32.892326
google search appliance,-41.578323,-18.458061
joint venture accounting,0.85179853,-29.224466
cost-effective manufacturing,-4.035174,22.221966
service enablement,-42.725998,-5.9542956
cpa firm experience,0.37272787,-33.53957
ionic framework,-48.9457,-14.966526
rightscale,-59.87714,-7.721219
hql,-53.97432,-10.409008
autoimmunity,48.91848,17.515768
medical equipment troubleshooting,24.350609,15.426092
pest control monitoring,27.304272,28.205648
fidelis solution,-51.51275,15.287665
commercial interior design,5.864522,21.180058
sybase powerbuilder,-38.377823,-1.570323
respiratory equipment setup,37.805454,5.6163883
oracle payroll,-31.00346,-10.606669
ibm infosphere optim,-41.18178,1.2799802
chatbot,-48.494,-23.330412
headline writing,-28.974281,-34.32538
chemical peels,32.99459,-22.796783
strategic enrollment management,18.619076,-40.201935
sap tm transportation management software,-28.132778,-5.0957756
peoplesoft application engine,-33.716633,-12.027259
sf-86,-34.382175,20.384533
billing methods,5.033731,-21.82867
druid (open-source data store),-59.413788,-12.703219
aws direct connect,-61.94391,-9.50394
community health improvement,30.127829,-11.213352
soatest,-56.205364,-0.6796954
collateral production,-20.300385,-28.758385
blogging platforms,-25.719093,-31.939693
soundedit,-33.05826,-31.85666
system x,-46.00982,5.78474
price reviews,-5.5103903,-26.317461
blockchain technologies for the iot,-65.581436,-10.492717
sound cards,-39.009182,15.205799
vendor invoice matching,5.6111197,-26.971745
soil quality remediation,13.21745,38.615738
s1000d,-36.24265,-22.430582
drug recommendation,26.25387,-9.603378
computer network security,-53.945915,16.996868
rpg iii,-34.68415,0.57919335
computer assembly,-37.2409,14.047965
oracle procurement,-30.237263,-8.83253
computer difficulty assistance,-39.243847,14.136192
line art,-32.6768,-27.508629
legal databases,14.354212,-30.761583
fish culture,20.096304,38.22744
test lamps,-9.554313,39.826977
natural language toolkit (nltk),-55.125317,-28.11207
labor disputes,12.662177,-36.059128
current meters,-11.257002,36.709976
electrotherapy,35.05216,-16.585552
nucleic acid extraction,48.419838,21.756098
emc unisphere,-48.00102,7.2601695
kismet,-58.8008,18.215155
wetland restoration,15.795983,40.123425
site server,-43.68025,10.181057
industrial plumbing,-6.0014176,48.81699
administrative industry knowledge,-4.8436217,-5.0181046
architectural practices,-27.080482,6.366297
ibm openpages,-25.790209,-7.770236
openpages,-25.789888,-7.7702575
resteasy,-51.704308,-7.961043
jafan 6/3,-56.006454,23.56555
ingredient functionality,27.777193,27.89371
crop scouting,24.12724,35.366295
material procurement process,5.2759495,4.3440213
co-investments,-7.8527074,-40.12393
acute pain,38.427853,-3.7262135
skin examination,33.526478,-22.322235
viral vectors,48.801292,24.428465
circuit testers,-8.929058,37.730843
profit and loss forecasting,-1.6237246,-26.032082
client screening,12.072009,-21.336164
congestion management,9.715901,46.99912
winbatch,-47.78135,11.559476
health research,42.963585,-19.543037
colorectal cancer knowledge,42.536972,-9.412385
core drills,-6.1460986,46.722355
alerting customers of mechanical or body damage,6.1801753,17.639385
iex workforce management,-43.01243,25.722963
ibm connections,-47.912296,-5.3299117
pediatric rehabilitation,33.839836,-15.444632
benefits implementation,6.7184176,-36.509193
white hat,-23.234684,-35.13302
atm network,-42.027016,19.190912
chromatin,51.47037,20.71127
h2o (software),-54.716766,-29.147604
intraocular pressure,47.277733,7.873519
work process streamlining,4.3851104,8.354268
shareplex,-43.40072,0.31090382
network security/network policy/firewalls,-49.75589,18.90874
seizure disorders,25.25648,-11.210104
microsoft azure cloud services,-63.17893,-8.321645
internet advertising sales,-17.289272,-35.789913
private branch exchange (pbx),-42.691742,23.280066
libguides,-32.065838,-46.415302
pricing promotion,-15.305776,-22.75739
financialforce,-32.317425,-17.431599
eftpos,-3.7963452,-1.9028304
ibm datapower,-48.450603,-3.8910236
track loaders,1.486412,48.959343
respiratory disorders,38.647224,5.786027
boosting (machine learning),-53.391876,-29.963167
burn care,34.52253,-3.3664436
google compute engine (gce),-59.963173,-8.375943
lyophilizers,35.967358,27.445145
electronic resources,-32.23219,-46.301193
object recognition,-53.74249,-26.494667
crimson hexagon,-24.957273,-34.02643
language problems,35.538425,-19.965418
mental health education,24.668846,-15.408866
inventory cost reduction,2.994841,6.7790866
uranium,0.9619604,34.47798
cement masonry,-1.8445339,51.74249
solar photovoltaic installation,1.1251642,28.626947
apache felix,-51.68281,-11.684073
device evaluation,-18.68817,25.648056
wood production industry knowledge,0.09206478,-2.207668
heel stick,29.162449,0.3170196
sunos,-46.065197,3.4578292
chemical ordering,38.923996,22.663565
visualizer,-36.305202,-4.6764283
customer data integration,-38.73495,-7.5605736
preliminary drawings,-7.339416,30.256176
attask,-19.405626,-17.034014
portfolio rebalancing,-9.071174,-42.856213
adult detention,22.9725,-12.567282
fidessa,-12.115875,-45.365158
behavioral neurology,38.829624,-6.2935247
backpack sprayers,20.973707,37.548523
bsl-3,38.630676,19.645578
microfabrication,-14.792423,25.243204
pharmacy files,22.186567,7.0696054
archon,-21.999184,-8.891681
navigation equipment,-17.328035,21.851652
statistica,-48.99426,-30.357243
tai chi,15.660329,-16.643396
gas lift,16.905077,25.270983
enterprise data services,-38.873085,-6.9303436
aneurysm diagnosis / treatment,40.671562,0.8677884
jet engine inspection,-13.19342,53.464134
construction review,3.9917417,41.73429
ibm optim,-41.18241,1.275477
information review,5.3869534,-12.399508
therapeutic touch,31.089407,-22.890978
sap fi (financial accounting),-28.637184,-5.511923
nielsen adrelevance,-19.683273,-37.85374
formaldehyde,38.69381,18.931067
construction carpentry,-4.40329,52.791092
infiltrate,-53.354298,16.99138
asset consolidation,-7.139646,-41.84645
vesta,-8.880916,-2.7989502
metal detector monitoring,17.12696,5.210466
stormcad,11.022837,43.580265
intrauterine insemination (iui),-41.477432,-2.9038002
hr scorecard,8.543743,-37.952747
oracle directory server,-55.36108,8.806553
ibm bluemix,-61.48106,-8.457932
kalido,-37.88608,-9.225661
ibm infosphere biginsights,-62.638027,-14.731534
derivative accounting,-0.6048259,-29.835863
adobe shockwave,-32.772232,-25.58336
icefaces,-51.000732,-9.28051
sports reporting,-29.173258,-35.14071
positron emission tomography (pet),32.99428,7.8942294
biochemical industry knowledge,42.36785,22.9577
industrial control systems (ics) security,-56.69753,19.059317
pipe benders,-8.190981,47.7098
gross anatomy,38.078487,20.05275
nintex workflow,-41.268894,-13.743269
european history,22.151413,-39.181694
postpartum depression,34.62542,-7.5604334
bus safety,16.597078,13.157401
connected installations,-46.933502,28.970804
water heater installation,-6.6152773,50.328823
ffmpeg,-56.348286,-8.295869
open workbench,-28.128687,-0.3287794
hp network node manager,-47.12038,16.67039
free-to-play,-40.49264,-28.115498
protein structure,51.04483,18.532803
air quality standards,11.040082,37.09254
marketing calendar,-19.233303,-29.579058
forensic toolkit,-56.935055,17.326128
biomanufacturing,37.178917,26.827753
digital preservation,-33.484276,-46.097515
home chores,18.805922,-10.081351
lighting set-up,-32.354282,-32.121544
daptiv,-28.062487,-0.40369886
formalin,38.89739,18.445097
pulmonology-critical care,48.94867,-5.0888352
winscp,-49.455547,0.96248287
human genome,49.903595,19.188948
cygwin,-48.85135,1.4788597
online media campaigns,-20.217308,-36.372684
conservation science,18.62579,37.177696
supply chain data analysis,1.9070481,6.6050816
potentiometers,-11.921163,37.126293
technical translation,13.741954,-21.820532
cdna,50.122215,21.874575
pharmaceuticals mixing,22.28371,9.150111
image recognition,-53.533195,-27.229277
environmental impact assessment (eia),15.578027,38.363235
internal medicine-pediatrics,39.309406,-6.9698815
security design,-57.515167,15.284792
siemens soarian,34.95916,-30.650745
energy law,13.718971,28.626873
fiber distributed data interface (fddi),-46.46284,17.920816
brain tumor,43.025593,-10.500645
ibm rational clearcase,-50.84861,-2.8880327
farm products,23.527214,34.7022
supply chain streamlining,2.5698752,6.3594594
electromyography,39.883083,-16.560492
abatement projects,13.459326,36.100388
supply chain risk management,4.842602,3.697957
stem cell transplantation,42.47319,-9.089518
audit progress monitoring,-0.5900854,-37.883537
utility computing,-61.169827,-9.960274
supply requisition,6.732225,-15.216689
knowledge of ms-drgs,31.043373,-35.87777
energy efficiency services,4.698099,27.341648
maximizer,-15.350241,-18.232952
ibm websphere process server,-48.580746,-4.122928
performance simulation,-23.397818,22.516314
npower,-18.25539,-38.27802
stuttering,36.21379,-19.801239
employee referral programs,9.7826605,-43.561275
central venous catheter,37.121128,1.0544882
logistics procedures,2.8917665,10.515506
convenience store industry knowledge,-5.265649,-1.6286397
varicent,-29.312712,-13.573531
processor design,-23.72012,27.332304
financial project management,0.735162,-15.945764
checkmarx,-59.472023,16.78245
tweetdeck,-25.197626,-32.56108
iso/iec 27001,-55.254528,18.974306
titre,-3.005939,-7.023348
universal disk format (udf),-39.387405,-5.063989
jersey,-45.41471,-8.219631
mod_perl,-54.47621,-13.116088
extemporaneous pharmaceutical compounding,23.174885,9.031402
risk adjustment coding,29.894497,-34.90917
edge computing,-63.773407,-5.1961203
salesforce data.com,-34.80727,-18.730848
order of draw,36.985256,14.400338
genesys contact center,-44.523968,24.600277
cyberknife,30.252386,8.727328
solar equipment,1.6310629,29.192123
silkperformer,-56.642056,1.0717239
desire2learn,-25.539442,-44.40451
microsurgery,41.878338,-4.3961864
juvenile diabetes diagnosis / treatment,21.107443,-27.370096
re-roofing,-1.911816,55.499958
moist packs,35.670643,-15.387976
intranet development,-42.266464,-15.662585
dna technology,47.901314,20.06531
cylance,-53.134033,15.190429
system on chip (soc),-23.719292,27.012821
crew resource management,-17.945934,18.552235
drrs,-31.068676,19.929304
command prompt,-42.672665,11.287697
hedge fund industry knowledge,-9.405117,-43.813053
sustainable systems,9.427478,24.012453
emotional impairment,23.482927,-17.505413
jrun,-48.970116,-2.514043
barometers,1.5923046,-13.197072
claustrophobia,12.476051,15.961329
dental appliances,41.595467,39.04567
archicad,4.1912932,39.313442
torch (machine learning),-54.748722,-27.820969
dopamine,37.344486,0.21797194
wildlife science,19.278173,38.468662
ultrasonic welding,-6.8780184,24.612644
bronto,-23.008013,-33.490215
winshuttle,-29.621508,-5.602753
early education and care,20.109678,-19.274744
fas 5,-1.1845118,-33.160904
architectural problems,-27.059307,6.404531
environmental inspection,12.86067,35.676044
blaze advisor,-47.476532,-6.3325586
varonis,-55.25916,11.013036
industrial automation systems,-6.8842754,33.929844
bioinformatics analysis,51.015045,19.626644
contact center software,-43.487804,25.084702
