Key,xTSNE,yTSNE
root cause analysis,-6.3463244,12.009969
software installation,-31.212019,29.315649
sql server,-32.7653,6.7922835
software testing,-52.780434,13.018173
vmware,-41.85384,26.795177
middleware,-47.151283,-1.7705665
hyper-v,-42.70504,27.565088
sql,-32.841866,7.92305
microsoft sharepoint,-26.975496,6.7271013
system administration,-36.630074,25.46334
service level agreement,-10.27277,3.2413118
revenue cycle management,50.15346,-46.49817
system implementation,-13.468917,5.3715935
patient care,56.07174,-22.379143
epic systems,47.95033,-48.31808
computerized physician order entry (cpoe),48.88252,-49.38632
computerized provider order entry (cpoe),48.90344,-49.482624
cerner,47.924015,-48.79729
change management,-9.49462,2.1676116
change management process,-9.477661,2.3056858
hospital experience,54.61242,-20.52747
project management,-6.571744,1.2131857
sap businessobjects,-29.245152,-0.66813004
sales opportunities,-13.123874,-25.05678
microsoft powerpoint,3.3461425,-9.630582
account closing,-5.64302,-22.532156
category management,-14.421435,-36.689926
iri marketing data sets,-15.422176,-37.809544
merchandising,15.573467,-4.772978
sales analytics,-11.835197,-31.72015
data mining,-30.624119,-14.286572
sales analysis,-11.817179,-31.683064
trailer repairs,16.98254,50.24371
occupational health and safety,28.341787,24.43199
training programs,10.332579,-7.0078053
predictive / preventative maintenance,21.57068,25.149216
welding,9.8762665,51.918972
economics,-3.360771,-21.172548
relational databases,-33.655666,7.727242
microsoft office,3.9951982,-9.494422
microstrategy,-30.494658,-0.412663
six sigma,5.0235023,20.793106
data modeling,-30.268223,2.1472952
supply chain management,10.418322,10.267085
database schemas,-35.419506,7.392862
supply chain improvement,9.504775,10.43804
benchmarking,-0.6415675,-8.555642
lean six sigma,5.340208,20.753103
logistics industry knowledge,15.760404,12.267009
business analysis,-15.055438,5.110048
data warehousing,-30.000118,0.6102078
logistics,11.726048,11.343734
business intelligence,-29.567928,0.056788303
project planning and development skills,-6.9922433,1.5433753
cost control,1.960634,-4.1786337
financial management,6.439595,-15.372777
local government,5.470312,-11.465945
photo editing,-44.737583,-37.47619
page design,-44.752724,-34.579834
press releases,-32.09259,-36.226807
budgeting,7.080076,-12.186116
desktop publishing,-40.061222,-34.743748
printers,-28.534435,29.634275
microsoft outlook,3.9853404,-9.4357605
public relations,-31.638494,-39.26625
event planning,-24.69562,-38.861374
proofreading,-39.74667,-34.619198
newsletters,-38.56809,-33.493446
office management,20.54369,-22.105433
social networking,-35.172985,-41.34207
word processing,17.754934,-18.164652
law enforcement or criminal justice experience,25.374401,-8.742735
medical emergencies,28.737528,-6.946959
industrial engineering industry expertise,11.015548,21.963617
quality assurance and control,10.496171,-9.172686
water treatment,32.409973,36.35777
material safety data sheets (msds),27.966412,24.41948
product availability,13.022367,4.9802265
description and demonstration of products,-7.121856,-16.90004
warehouse operations,16.463812,8.8146715
cardiopulmonary resuscitation (cpr),43.129055,-12.175016
home health,39.326,-20.245836
home care,39.3975,-20.310648
product sales,-5.6828527,-18.621878
client needs assessment,0.96883345,-16.397142
indexing,-25.130556,5.53521
sales record,-11.241128,-26.82173
employee training,9.0075,-9.965076
supervisory skills,8.56467,-11.539442
multimeters,-4.2474256,49.67706
schematic diagrams,-1.557098,52.4172
effective communications,7.2018557,-11.710559
electrical engineering,-1.6255281,44.56503
machine tools,7.4827623,48.587845
drill presses,9.020731,55.46966
grinders,9.251618,54.59347
calipers,7.949902,52.08805
hvac,18.741278,57.406296
computer numerical control (cnc),8.345132,49.908333
compressed air system,3.804655,53.83038
electrical diagrams / schematics,-1.6112796,54.116367
lathes,8.0937395,50.470516
kaizen,6.5438237,20.535927
computerized maintenance management system (cmms),20.24068,26.296936
micrometers,7.882003,52.14062
piping diagrams,3.4966135,53.658516
closing sales,-11.9879465,-23.919193
sales prospecting,-10.510846,-24.391315
cross sell,-7.698303,-22.577425
insurance industry knowledge,-3.5173972,-36.865097
sales strategy,-10.894189,-29.165936
business strategy,-1.6018738,-11.727977
market planning,-18.618418,-31.753592
sales meetings,-11.150553,-26.076216
insurance sales,-7.063399,-39.631832
prospective clients,-8.117213,-22.372572
banking services inquiries,8.506527,-63.459686
customer contact,6.2335434,-10.563009
loan closing,5.0708723,-66.77464
business management,3.9906502,-12.332769
corporate marketing,-20.529442,-31.929964
creative direction,-48.74793,-36.599033
direct mail,-22.306713,-33.71346
direct marketing,-23.835274,-35.648975
ad campaigns,-26.023539,-44.248928
marketing,-20.969484,-32.817204
strategic planning,0.364931,-12.611794
marketing materials,-22.94837,-32.602528
retail advertising,-23.34428,-36.053333
systems engineering,-15.023737,13.265081
mathcad,1.3170159,37.71985
offshore drilling,34.878006,49.80926
microsoft active directory,-39.264217,28.979301
information systems,-13.312018,7.0861588
microsoft exchange,-39.11835,28.81986
microsoft access,3.5315502,-8.531324
joint personnel adjudication system (jpas),-51.816647,53.400703
sap,-10.03038,-7.9961104
administrative support,22.212797,-20.365181
general office duties,21.686657,-19.69998
mail sorting,24.019444,-19.21986
sorting,23.558163,-17.80594
legal support,25.992462,-28.673307
secretarial skills,23.087887,-20.891342
legal research,23.994059,-30.668661
dictation,25.432165,-21.302843
critical care,61.08306,-14.93129
health promotion programs,46.155018,-18.179222
bedside manner,53.244434,-19.088913
advanced cardiac life support (acls),62.230927,-16.808964
critical care nursing,61.592205,-15.500077
life support,60.05211,-20.424944
neuroscience,54.729305,-9.256819
needs assessment,0.6734841,-16.157455
preventive care,46.22492,-10.490026
chronic disease,47.233692,-18.464325
physical therapy,52.394352,-30.82882
special education,39.261955,-32.3559
tutoring,30.357677,-47.65158
progress reports,4.976267,-5.4741254
mental health,41.684036,-26.204857
activities of daily living (adls),69.413025,-27.047483
adls assistance,69.41729,-27.045473
appointment setting,21.88467,-18.185493
crisis intervention,42.05276,-27.203466
record keeping,19.326048,-13.957068
rehabilitation,50.448208,-29.764763
program management,-5.664387,0.35927987
external auditing,17.028189,-46.02055
fraud detection,-0.34345177,-62.41754
loss mitigation,2.1559472,-66.44833
mainframe,-31.387701,14.562223
mainframe systems,-31.50778,14.602566
process design,-6.9574947,17.388493
training materials,10.189621,-6.4010186
cash management,6.731529,-39.584946
raiser's edge,19.783768,-10.341128
fundraising,19.744932,-10.347251
general ledger,10.177804,-41.18617
warehouse inventory maintenance,19.387087,5.9959908
expense reports,16.945301,-34.331314
spreadsheets,17.552568,-18.164633
invoicing,15.483022,-25.513021
administrative functions,21.897657,-17.031925
mailing,21.991873,-18.776482
crystal reports,-31.105078,6.5191083
nurse management,56.647163,-20.951832
network access control (nac),-37.316628,36.721745
sales training,-12.860729,-27.050308
roofing,22.57634,55.399113
home improvement industry knowledge,-8.173344,-5.7346306
youth ministry,36.451866,-48.046867
child protection,39.659893,-27.17134
office automation,-23.754871,16.733974
student ministry,36.436897,-47.997173
leadership development,6.2667737,-22.548042
sewing,20.814367,59.18187
commercial driving,24.402584,15.563225
lead generation,-15.29815,-21.206865
hazardous materials endorsement,24.407322,15.336634
fleet preventive maintenance,17.28031,49.54956
transportation management,14.486758,11.927202
store operations,16.13336,-4.805638
customer billing,17.164732,-23.223097
billing,46.42869,-42.558685
packaging,23.004486,2.9196432
bill of lading,18.962215,10.85422
telemetry,61.23131,-15.188132
interventional radiology (ir),66.788765,-8.276867
bookkeeping,20.50572,-22.254267
data collection,3.1942244,-7.0654964
aerospace industry knowledge,-3.8122797,28.786932
database management,-25.310242,4.3552914
procurement contracts,4.206661,1.9706285
extensible markup language (xml),-53.163006,-2.274542
contract preparation,3.7365608,-1.401926
journalism,-34.665558,-35.36938
basic programming,-29.764887,10.09052
oracle,-22.137474,4.165769
procurement,4.948174,2.2313795
outsourcing,-2.8016887,-1.0454849
risk management,11.698674,-15.872683
strategic leadership,0.7891153,-13.276802
technical writing / editing,-10.571959,8.826991
process management,-1.2799382,-6.7391453
brand experience,-19.503008,-35.662064
data management,-25.02978,2.0612679
data operations,-23.96657,2.922101
archival principles,-33.150036,26.172731
stakeholder management,-7.3012843,0.5085959
fixed income,-6.054572,-57.25955
virtualization,-41.737976,25.832333
talent pipelining,3.3221362,-25.876472
veritas clustering,-44.12572,22.085165
linux,-45.291557,15.96623
microsoft operating systems,-30.27162,28.159838
unix,-44.806664,16.945986
veritas netbackup,-43.614605,22.39345
weblogic,-45.81694,-1.6389587
apache webserver,-62.24081,9.064151
authentication,-50.093754,36.896564
lightweight directory access protocol (ldap),-50.00013,36.07744
apache tomcat,-64.30099,-4.449641
peer review,11.289247,-9.428109
business process,-13.766914,4.4970675
agile development,-53.310894,7.099655
business solutions,-13.557106,3.347308
software development,-49.111423,5.960419
team management,4.197872,-13.852317
work breakdown structure,-6.751022,3.1937995
clustering,-39.346603,22.132223
presentation delivery,-3.8440666,-11.024414
total cost of ownership (tco) analysis,2.452326,4.3544555
case management,41.461536,-24.794174
network engineering,-34.575268,38.75645
network troubleshooting,-34.414413,37.105854
microsoft networking,-38.4221,29.421026
account development,-13.421611,-24.534689
promotional materials,-23.9799,-32.28114
route sales,-6.3259544,-25.196356
biosecurity,51.993904,9.151487
disease control,35.92487,-10.445623
debris and litter control,22.865227,60.19484
animal health,32.04124,5.6163874
surveillance,22.781006,-7.708023
product distribution,-8.18967,-15.6399975
general retail practices,-14.685976,-35.08227
cash handling,20.079472,-15.513123
calculator,19.166199,-17.038206
billing systems,17.121351,-23.274689
tax law,11.6642685,-52.578922
audit management,17.135443,-46.82741
highway maintenance,44.024597,45.999935
project drawings,15.250538,37.168644
building codes,17.095186,37.177025
engineering documentation,2.5954604,32.657574
project architecture,-13.075238,14.185649
machinery,17.661703,25.97006
stress analysis,1.8982804,37.99373
social services,40.330265,-25.591898
copying,22.693073,-19.242476
travel arrangements,24.03019,-21.498272
medical records retrieval,53.38996,-41.035126
claims knowledge,15.5133095,-29.993551
clerical duties,23.172407,-19.325592
loss control / prevention,12.649367,-5.720269
surveillance system monitoring,23.395136,-7.929287
space planning,20.190802,29.627695
medical records evaluation,54.210606,-42.50941
business administration,4.090358,-12.079618
medical records,55.207573,-43.63146
educational materials,46.97638,-15.744816
interaction with patients / medical personnel,57.615074,-24.092001
asset protection,12.65491,-5.9468365
computer hardware/software knowledge,-29.386137,28.52894
point of sale system,17.798056,-5.943164
prevention programs,20.953821,-4.1097484
witness interviews,24.641369,-28.119347
shrinkage reduction,19.023163,-2.566907
prevention of criminal activity,24.689333,-8.416697
data analysis,-23.49416,0.055769946
learning management system,-36.329407,-27.149845
conflict management,5.385373,-12.897072
budget management,7.003772,-14.551142
it management,-11.030985,2.6792023
budget forecasting,7.3235497,-15.410759
software as a service (saas),-16.097208,-11.2710705
telecommunications,-24.275526,34.355007
inventory maintenance,19.420477,-0.8363206
processing customer requests,4.383131,-10.145365
hair styling,31.399643,-34.554565
store management,15.82082,-4.7848477
enterprise software,-15.807966,-11.35693
microsoft sql,-32.825912,6.788179
system architecture,-14.364422,11.38312
structured analysis,-14.510107,7.775733
customer checkout,17.018345,-21.653275
company product/service knowledge,-6.540928,-17.78902
food science,35.733967,16.59918
microbiology,57.824062,9.907397
hazard analysis critical control point (haccp),35.34008,17.955149
food safety,35.25748,18.128298
sap hr,-29.372923,-6.201593
grant writing,18.831894,-10.499069
music,-33.503788,-42.329227
adult education,28.505087,-45.151882
children's ministry,36.398273,-47.84734
singing,-33.091816,-42.517372
facebook,-34.55861,-41.81144
korn shell (ksh),-45.611813,17.722683
shell scripting,-45.92989,16.851444
unix shell,-45.89943,16.812958
ab initio,-33.534573,0.7418777
data transformation,-29.284609,1.5629784
extraction transformation and loading (etl),-31.224066,1.3682915
data mapping,-28.678976,1.7479303
acute care,55.396156,-21.695972
organ transplantation,51.78566,-6.910729
web content management,-41.87723,-32.316315
.net,-44.91305,7.286337
internet technologies,-53.244923,-5.07706
active server pages (asp),-44.63475,4.230967
metastorm,-41.516426,0.6795208
extensible stylesheet language xsl,-51.599747,-1.4646126
debugging,-50.070892,6.0348535
microsoft c#,-46.23956,7.572953
activex data object (ado),-44.883213,6.003819
transact-sql,-32.91039,6.0381227
asp.net,-44.833405,6.137788
dynamic html,-55.88239,-3.2590735
web development,-54.670135,-4.914514
object-oriented analysis and design (ooad),-50.515484,6.491397
unit testing,-51.067978,6.3809633
visual studio,-44.91507,7.05764
ajax,-56.635807,-2.4455087
corporate communications,-30.918123,-34.23056
inventory monitoring,18.422153,-0.80465865
family support,38.98188,-29.053951
equipment maintenance,22.337223,23.457615
truck driving,23.867617,12.0893345
fiber channel,-44.231388,24.247774
system center operations manager (scom),-41.73947,29.067997
backup recovery,-42.611,21.468725
relational database management system (rdbms),-34.76949,8.160475
client/server,-32.026344,11.982978
performance tuning,-37.171116,8.877279
network cards,-30.199177,33.451923
vmware server,-41.49839,27.304512
transmission control protocol / internet protocol (tcp / ip),-35.611355,36.24351
microsoft powershell,-41.675983,28.971355
counter intelligence,-16.406841,31.848812
proxy server,-48.245472,36.107628
cost accounting,7.8324404,-42.58701
financial accounting,8.395796,-40.39662
financial modeling,2.8733885,-44.300728
symantec packages,-42.53018,33.743877
cisco,-34.91917,39.2138
red hat linux,-44.385086,20.480213
network attached storage (nas),-43.70519,23.451363
netapp,-43.410244,24.092741
wide area network (wan),-34.730476,38.395058
session border controller,-31.796684,42.2364
frame relay,-38.95372,44.459496
request for quotation (rfq),1.8449248,-0.3351947
red hat linux administration,-44.42951,20.299923
suse linux administration,-43.980473,20.475706
sales support,-10.151329,-21.34657
request for information (rfi),1.7864748,-0.6509196
voice over ip (voip),-32.67994,42.424168
request for proposal (rfp),1.7851804,-0.81063545
personnel management,14.176948,-9.60015
polysomnography,69.333336,-12.875766
joint commission on accreditation of healthcare organizations (jcaho),54.922153,-20.923908
performance appraisals,7.7355156,-8.518565
web application development,-54.43327,-3.7745614
apache activemq,-65.58029,-3.7397966
perl scripting language,-46.275017,16.587437
scrum,-53.392044,7.2470093
riak,-67.22673,5.912498
mapreduce,-44.53569,-14.867743
erlang,-66.33009,2.99319
object oriented development software,-50.174583,6.6738167
c++,-49.78321,7.111503
hypertext preprocessor (php),-55.166115,-5.806617
java,-50.73144,4.241823
service-oriented architecture (soa),-49.925335,-0.64464325
python,-62.950573,6.970206
benefits analysis,1.0281119,-4.6155944
discharge planning,54.476124,-26.041365
adaptive equipment,51.131054,-32.170425
care planning,54.891155,-22.555634
behavioral health,41.622753,-25.835537
prepare presentations,-4.788618,-12.29437
filing,22.124746,-19.603453
computer software industry knowledge,-15.702844,-11.657763
virtual private networking (vpn),-35.462776,37.906586
product testing,-2.4568899,18.613588
software engineering,-49.63117,5.4046006
candidate interviewing,0.37595016,-25.585732
system/network configuration,-34.382435,37.431103
case tools,-32.090515,9.588113
xpath,-51.532223,-1.673156
database design,-33.625923,7.582231
unified modeling language (uml),-50.2005,1.0518296
product management,-9.259172,-16.542948
group instruction,29.978027,-45.532967
multimedia,-43.392475,-33.691223
memoranda preparation,17.943054,-18.894209
mergers and acquisitions,2.5759537,-46.794044
model building,-29.35459,-14.702006
qualitative analysis,-25.254253,-16.251474
revenue projections,-5.0458603,-22.68537
financial reporting,7.1461797,-40.06805
legal compliance,11.643421,-13.717955
client relationship building and management,-11.24324,-60.46549
corporate finance,3.0442502,-45.22532
tax planning,12.246948,-53.593277
discounted cashflow (dcf),2.7578056,-44.51635
economic development,17.985346,-9.259724
performance analysis,7.7806177,-8.49375
organizational analysis,6.065992,-24.660286
professional services marketing,-7.742845,-12.001362
business case analysis,-8.395506,-1.0601789
people development,2.9611037,-11.960344
supply chain strategy,9.559024,10.643988
supply chain knowledge,10.307326,10.0572815
fas 109,12.508066,-54.635033
sas,-27.842522,-12.654898
security controls and compliance frameworks sas70,-26.548317,19.775026
sas70,-26.548132,19.77512
public accounting,14.939155,-47.43397
enterprise resource planning (erp),-10.067193,-8.026218
operational auditing,16.099493,-46.388287
backend testing,-55.726288,15.449525
datastage,-33.50653,0.91517746
business requirements documentation,-17.10867,5.527227
test director,-54.796642,15.8380785
social media,-35.353504,-41.209576
drug interaction,46.55695,-5.0727677
calypso (finance),-9.00177,-59.857048
vbscript,-41.02773,15.104899
symantec altiris,-43.02617,31.548147
altiris,-43.02372,31.553738
key performance indicators (kpis),-2.1003861,-8.690253
prototyping,-9.277587,17.458765
thought leadership,-1.9866506,-12.145981
performance management,7.0903296,-8.978062
rapid prototyping,-9.438288,17.47823
human machine interface (hmi),-5.9630136,57.942635
c (programming language),-14.65516,43.002445
embedded software,-14.300235,43.9101
matlab,-14.356357,22.321545
structural design,1.8600885,35.135895
field surveys,41.315384,42.418804
piping design,13.337802,42.716724
autocad,7.8185997,36.543983
retrofitting,20.57828,38.7375
requirements analysis,-15.04766,10.946405
j2ee,-64.534935,-7.642237
systems development life cycle (sdlc),-18.027105,5.4405856
systems integration,-14.389508,11.336633
ibm websphere,-45.987164,-1.5030333
key performance metrics,-2.2176344,-8.623436
email marketing campaign,-30.447588,-46.811096
visual basic,-30.169222,9.913959
customer relationship marketing,-19.16939,-27.64593
leisure industry knowledge,-7.369231,-11.676285
visual basic for applications (vba),-25.18749,-0.5017539
email marketing,-30.048027,-46.722713
database marketing,-24.242695,-28.99518
sensitivity analysis,3.714448,-44.971783
heavy lifting,19.594929,-13.024529
territory management,-9.63634,-28.642752
client base retention,-8.4764595,-22.491413
product knowledge,-4.5920157,-16.001688
financial services industry experience,0.9078654,-57.940594
financial statements,6.2365746,-44.43595
as/400,-28.710138,13.280672
ruby on rails,-63.803543,5.201548
injections,64.167786,-25.640213
zend framework,-69.82923,2.26515
ibm iseries,-28.744015,13.70923
financial analysis,3.7827857,-43.82854
microsoft visio,-7.11442,2.219194
microsoft project,-7.00075,2.1381032
lotus notes,-26.92971,22.964582
regression testing,-53.43009,15.322301
automated testing,-54.422302,13.962191
lotus applications,-26.993008,23.00156
systems development,-14.3143635,7.6411433
requirements elicitation,-17.165133,6.7520466
salesforce,-15.795869,-17.964664
telecommunications industry knowledge,-24.218723,34.260643
requirements verification and validation,-13.232673,9.7289915
business planning,-0.85190505,-12.219776
customer acquisition,-11.972952,-34.904102
competitive analysis,-16.418955,-29.643381
data architecture,-30.075758,2.4706578
informatica,-32.42054,1.2428311
oracle 10g,-36.996975,7.445267
full life cycle,-19.84287,5.4254346
metadata,-30.405445,3.6519055
data structures,-34.25962,7.5112715
dimensional and relational modeling,-31.653658,2.145551
long-term care,38.389355,-21.368961
skin care,72.14052,-28.53235
sql server reporting services (ssrs),-32.75689,5.5857735
litigation,24.256636,-30.383635
employee retirement income security act (erisa),9.7118225,-30.25037
surgical technician,64.79364,-11.455562
diagnostic imaging,68.83196,-6.493996
exercise programs,33.9889,-37.236275
osteoporosis,52.457283,-10.758641
fractures,49.490376,-26.632296
rehabilitation services,50.44553,-29.911184
wound care/ treatment,58.23939,-15.349422
joint replacement,49.04819,-26.742603
neonatal intensive care unit (nicu),61.873302,-14.7027025
neonatal intensive care,62.181656,-14.50338
speech language pathology,52.822865,-30.903097
therapy,52.43801,-30.721478
geriatrics,52.606846,-18.440783
floral design,-47.14156,-35.439594
reengineering,-13.265274,4.5215573
medical coding,50.43124,-43.11492
prevent and treat injuries,25.75491,6.2869506
screwdrivers,5.2296357,64.07505
training activities,10.344221,-5.9900217
hand trucks,23.911335,6.967647
hammering,5.241833,64.08978
apache administration,-62.701942,12.5645275
mysql,-63.342274,7.8818784
shelving,-14.949663,-37.956627
stocking and display,-12.602474,-40.884193
store coverage,-12.616599,-40.48515
unbalanced stock,-12.599025,-40.91195
merchandising events,-12.616402,-40.806187
advanced business application programming (abap),-27.655743,-6.556612
sap netweaver,-27.706577,-7.1430287
sap basis,-27.821024,-7.1460214
data quality,-26.206787,1.9657958
patient evaluation,56.67126,-22.921314
patient follow-up,58.68486,-25.847887
explaining patient benefits,46.278088,-43.903107
treatment planning,54.398266,-25.97099
medical terminology,52.01267,-38.424202
microsoft sql server integration services (ssis),-32.798836,5.4398913
financial sales,-2.859338,-48.38184
laboratory testing,56.317215,7.41487
medical technology,59.825607,7.8888803
equipment operation,21.882298,23.150322
manufacturing processes,6.8952584,23.625368
process field bus (profibus),-7.3413253,58.536983
industrial equipment industry knowledge,12.508604,22.618053
mechanical engineering,3.6114519,37.14718
devicenet,-7.4453373,58.692867
digital circuit design,-9.139321,46.748577
electrical wiring,2.532604,56.096184
real-time operating system (rtos),-14.690036,44.402843
test equipment,-3.978153,48.87735
product design,-3.7284245,17.966642
process improvement,-1.2713541,-6.6881366
mechanical design,3.2069116,37.98441
firmware,-13.331528,43.649117
data acquisition,-9.961567,21.806566
data acquisition systems,-9.943587,21.851768
software architecture,-49.82965,5.6988
circuit design,-9.820472,46.82791
engineering technical support,3.0347574,33.000805
process control,9.551915,27.404829
microprocessors,-11.050653,44.44486
procure-to-pay,-0.6140959,4.923637
financial operation,5.954781,-39.004555
oracle financials,-37.4026,-4.421099
payables,10.750577,-40.71009
electrophysiologic,62.395542,-34.371666
electroencephalography (eeg),69.04833,-12.497253
windows server,-39.051884,28.54471
groupware,-38.47792,26.161533
simple mail transfer protocol (smtp),-45.63197,36.822315
itil,-32.401215,23.044434
performance analytics,7.8935204,-8.157697
content management systems (cms),-42.029396,-32.272102
joomla,-58.986614,-16.869732
brightcove,-50.90007,-41.437004
drupal,-59.013107,-16.92074
expressionengine,-58.72856,-17.39714
permanent placement,-2.0383067,-25.154037
nursing home,38.651783,-21.047861
phishing,-49.787685,42.030426
fund accounting,7.5338306,-46.979393
sungard,-18.141775,-9.111883
capital markets,-5.2989683,-57.03989
cisco routers,-37.98441,41.57384
eigrp,-40.207695,45.17266
border gateway protocol (bgp),-39.91574,45.15636
open shortest path first (ospf),-39.85495,45.19294
enhanced interior gateway routing protocol (eigrp),-40.20575,45.172005
ospf,-39.859577,45.196552
cisco switching,-38.09622,41.683746
routers,-34.949463,38.52265
issuing receipts,20.98211,-24.482265
merchandise labeling,22.58707,2.5659282
property management,1.2591523,-33.811615
painting,20.976954,59.635746
running errands,28.05382,-20.433035
carpentry,20.824768,60.089256
plumbing,18.838984,57.585785
pediatrics,58.386414,-13.054947
pediatric home health,39.077415,-18.41804
strategic sales,-12.614695,-25.779467
sales administration,-12.728449,-28.750166
taleo,0.99304503,-24.321192
engineering management,3.4983022,32.76593
data conversion,-16.479733,2.8474526
peopletools,-34.771423,-8.749161
staffing services industry knowledge,-1.2899251,-26.001116
application support,-14.263677,6.138746
derivatives,-6.2606573,-57.87037
front office,19.43109,-20.926924
investment banking,-5.011125,-56.48399
business writing,-5.123841,-13.697609
webfocus,-28.961164,-0.3215324
cognos impromptu,-29.47053,-0.7174503
procedure development,11.037071,-10.3793125
customer relationship management (crm),-15.3659935,-18.101383
sales forecasting,-12.41586,-30.67346
market strategy,-18.585081,-31.570662
sales planning,-10.919233,-29.216135
ibm storage,-46.57937,24.022053
kofax,-41.20998,1.7121711
solution selling,-13.777221,-23.270416
account management,-10.678244,-23.163181
negotiation skills,0.25983074,-10.875849
network security,-48.2218,41.415497
database administration,-35.455265,10.136689
performance testing,-52.71923,13.868005
teradata dba,-35.585007,10.027585
mcafee,-42.767612,33.93626
sales reporting,-11.222956,-31.233168
promotional events,-18.528278,-33.59016
sales channels,-12.751798,-24.830542
distribution industry knowledge,-10.776342,-9.120882
real estate experience,0.44026244,-33.985744
network hardware/software maintenance,-24.2793,14.569705
contractor industry knowledge,-4.572652,-7.9316487
staffing,-1.161002,-25.69284
intellectual property,21.732637,-32.563892
contract accounting,8.751672,-43.554443
estimating,14.57484,33.798073
audiology,60.57516,-33.55399
biotechnology,44.610977,10.951602
meal preparation,34.526745,-19.73677
managed care,44.020298,-39.032
network administration,-34.578667,37.628555
technical services marketing,-8.96306,8.3541565
open database connectivity (odbc),-32.785675,8.725099
network concepts and terminology,-36.46652,35.13248
technical training,-9.965935,8.466699
bank reconciliation,10.874463,-42.03733
sales order processing,12.944671,2.0953343
order processing systems,6.0875235,-6.6651917
cooking,30.655615,-16.028751
psychology,37.569405,-27.47309
strategic recommendations,-2.2521348,-12.934615
waterfall,-18.279526,5.1086693
tibco,-47.155067,-2.8136287
relational database design,-33.604633,7.624877
vendor relations,-1.1526034,-0.4040885
master data management (mdm),-29.475555,2.3104293
bi architecture,-31.239326,0.81401575
catia,2.806965,41.35753
ptc creo,2.7142305,39.605667
web servers,-43.241825,17.062653
food service experience,30.579725,-16.8822
food preparation,30.69497,-16.126331
multithreaded programming,-52.8551,4.131235
multithreading,-52.88356,4.1377645
marketing consulting,-28.597837,-44.444878
new hire orientation,9.662129,-19.902086
payroll processing,8.850116,-34.634926
medical billing,46.629448,-42.497154
pricing,-0.5817457,-42.1234
ucmdb,-49.464764,27.80946
hp sitescope,-59.476055,19.053347
osi model,-36.680733,40.7955
mortgage loan closing,4.5269203,-68.724464
mortgage underwriting,4.0040317,-67.920906
makefile,-18.549498,43.32763
perforce,-56.40709,7.6053257
biology,52.44507,11.890572
art history,26.480747,-46.85875
public health and safety,35.35696,-11.144758
community health,46.417698,-18.209986
system design,-12.44048,12.296776
data validation,-25.088987,1.1335677
user interface (ui) design,-54.968437,-2.886646
program planning,16.984549,-11.686787
management information system (mis),-13.295381,7.2704396
public administration,15.838645,-13.075704
profit and loss statements,4.4471536,-38.18524
retail management,17.340124,-5.539756
